工单编号,工单类型,问题分类,标签,标题,主要内容,工单状态,来电人,来电人电话/账号,被反映区,被反映街乡镇,办理结果,回复内容,处理受理方式,办结时间,企业名称,是否解决,是否满意,工单性质,村/社区,小区点位
热线-240808-000178,咨询,交通运输->道路运输->非法营运,控烟,请求协调处理非法营运问题,来电人表示，其在房山区向阳街道辖区某学校门口附近发现道路运输方面非法营运情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,办理中,赵某,151××××,房山区,向阳街道,已转联合工作组处理，聚焦“非法营运”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与向阳街道相关单位沟通，针对“非法营运”问题已安排现场核查与督促整改。因客观条件或证据材料不足，短期内难以完全满足诉求，已告知法律依据与后续途径，诉求人表示知晓。,现场,,北京某健身休闲有限公司,未解决,基本满意,主办,某居委会,某学校门口
热线-240203-000179,诉求,市场管理->单用途预付卡->健身卡、瑜伽卡、私教卡,七有五性,关于新镇街道某商圈地下停车场的情况反映,来电人表示，其在房山区新镇街道辖区某商圈地下停车场附近发现单用途预付卡方面健身卡、瑜伽卡、私教卡情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,,周某,176××××,房山区,新镇街道,已转联合工作组处理，聚焦“健身卡、瑜伽卡、私教卡”问题开展核查与回访。,,,2024-05-13 20:30:12,,部分解决,不满意,协办,不详,某商圈地下停车场
热线-250318-000180,诉求,科体文宣->文化->文物保护,接诉即办,投诉文化领域文物保护事项,市民反映，房山区大石窝镇某写字楼楼道附近存在文物保护相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,办理中,马某,150××××,房山区,大石窝镇,已转联合工作组处理，聚焦“文物保护”问题开展核查与回访。,,,,某装饰工程有限公司,解决,基本满意,主办,不详,某写字楼楼道
热线-240803-000181,求助,科体文宣->体育->健身场所管理,,健身场所管理相关诉求,诉求人反映，房山区阎村镇范围内阎村地铁站周边涉及健身场所管理问题，希望相关部门核实责任主体，依法依规处理，并对同类问题开展排查，避免反弹。,回复完成,刘某,150××××,房山区,阎村镇,,工作人员联系诉求人并开展核实。经与阎村镇相关单位沟通，针对“健身场所管理”问题已安排现场核查与督促整改。因客观条件或证据材料不足，短期内难以完全满足诉求，已告知法律依据与后续途径，诉求人表示知晓。,现场,2024-04-23 10:18:13,北京某健身休闲有限公司,未解决,未评价,转办,某村,阎村地铁站周边
热线-240516-000182,投诉,市场管理->食品安全->餐饮卫生,控烟,投诉食品安全领域餐饮卫生事项,市民反映，房山区长阳镇长阳半岛附近存在餐饮卫生相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,,周某,185××××,房山区,长阳镇,已转属地处理，聚焦“餐饮卫生”问题开展核查与回访。,,联合办理,,某建筑公司,部分解决,不满意,协办,某某社区,长阳半岛
热线-240502-000183,诉求,民政->养老服务->机构服务,,请求协调处理机构服务问题,市民称，房山区窦店镇窦店大集附近近期出现与机构服务相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,办理中,张某,186××××,房山区,窦店镇,已转属地处理，聚焦“机构服务”问题开展核查与回访。,,系统转派,,某物业公司,未解决,未评价,转办,不详,窦店大集
热线-241021-000184,投诉,市场管理->单用途预付卡->游泳卡,接诉即办,投诉单用途预付卡领域游泳卡事项,市民反映，房山区东风街道某村主街附近存在游泳卡相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,已转派,郑某,159××××,房山区,东风街道,已转联合工作组处理，聚焦“游泳卡”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与东风街道相关单位沟通，针对“游泳卡”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,,,北京某健身休闲有限公司,解决,满意,协办,不详,某村主街
热线-250326-000185,建议,住房城乡建设->物业管理->电梯故障,营商环境,请求协调处理电梯故障问题,市民称，房山区东风街道某小区及周边近期出现与电梯故障相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,已转派,陈某,136××××,房山区,东风街道,已转行业主管部门处理，聚焦“电梯故障”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与东风街道相关单位沟通，针对“电梯故障”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,系统转派,,某物业公司,部分解决,未评价,主办,不详,某小区及周边
热线-240801-000186,咨询,农业农村->农村道路->路灯与排水,接诉即办,请求协调处理路灯与排水问题,诉求人反映，房山区河北镇范围内河北镇矿区道路涉及路灯与排水问题，希望相关部门核实责任主体，依法依规处理，并对同类问题开展排查，避免反弹。,回复完成,马某,155××××,房山区,河北镇,已转行业主管部门处理，聚焦“路灯与排水”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与河北镇相关单位沟通，针对“路灯与排水”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,现场,2024-03-23 13:58:15,某物业公司,解决,满意,转办,某小区业委会,河北镇矿区道路
热线-241006-000187,投诉,交通运输->道路运输->非法营运,七有五性,关于拱辰街道某写字楼楼道的情况反映,市民称，房山区拱辰街道某写字楼楼道附近近期出现与非法营运相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,回复完成,吴某,158××××,房山区,拱辰街道,已转属地处理，聚焦“非法营运”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与拱辰街道相关单位沟通，针对“非法营运”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,现场,2024-07-16 13:11:11,某物业公司,部分解决,满意,协办,某小区业委会,某写字楼楼道
热线-240327-000188,诉求,生态环境->大气污染->扬尘,七有五性,关于琉璃河镇京深路琉璃河段的情况反映,市民称，房山区琉璃河镇京深路琉璃河段附近近期出现与扬尘相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,已转派,杨某,166××××,房山区,琉璃河镇,已转行业主管部门处理，聚焦“扬尘”问题开展核查与回访。,,联合办理,,北京某工程有限公司,部分解决,未评价,转办,不详,京深路琉璃河段
热线-250213-000189,求助,交通运输->道路运输->非法营运,接诉即办,非法营运相关诉求,来电人表示，其在房山区十渡镇辖区某公园公厕附近发现道路运输方面非法营运情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,办理中,郑某,130××××,房山区,十渡镇,,,系统转派,,某劳务公司,部分解决,未评价,主办,不详,某公园公厕
热线-241206-000190,求助,市场管理->单用途预付卡->健身卡、瑜伽卡、私教卡,控烟,投诉单用途预付卡领域健身卡、瑜伽卡、私教卡事项,市民称，房山区迎风街道某产业园门口附近近期出现与健身卡、瑜伽卡、私教卡相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,回复完成,李某,151××××,房山区,迎风街道,已转属地处理，聚焦“健身卡、瑜伽卡、私教卡”问题开展核查与回访。,,联合办理,2025-05-08 11:25:09,,解决,基本满意,转办,某小区业委会,某产业园门口
热线-240423-000191,求助,住房城乡建设->物业管理->停车管理,七有五性,关于石楼镇石楼中学周边的情况反映,市民称，房山区石楼镇石楼中学周边近期出现与停车管理相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,办理中,刘某,176××××,房山区,石楼镇,已转联合工作组处理，聚焦“停车管理”问题开展核查与回访。,,,,,未解决,未评价,主办,某村,石楼中学周边
热线-241117-000192,建议,住房城乡建设->物业管理->电梯故障,营商环境,电梯故障相关诉求,市民称，房山区阎村镇某地铁站口附近近期出现与电梯故障相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,,马某,176××××,房山区,阎村镇,已转行业主管部门处理，聚焦“电梯故障”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与阎村镇相关单位沟通，针对“电梯故障”问题已安排现场核查与督促整改。因客观条件或证据材料不足，短期内难以完全满足诉求，已告知法律依据与后续途径，诉求人表示知晓。,系统转派,,,未解决,满意,主办,某村,某地铁站口
